Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,ClassYear,DOB,Weight,Height,Hometown,Age,Jersey
,1200085504,W. Clements,Will Clements,Clements,Will,P,Tulane University,TULN,730354176,Tulane,BBC,R,R,GRAD,2002-06-03,235,6' 5","The Woodlands, TX, US",24,35
,1320358144,P. Puetz,Parker Puetz,Puetz,Parker,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,JR,-,215,6' 3","Volga, SD, US",0,25
,1085404416,G. Pace Jr,Greg Pace Jr,Pace Jr,Greg,CF,University of Michigan,MICH,2290,Michigan,BBC,R,R,R-JR,2004-08-03,195,6' 3","Detroit, MI, US",21,3
,1266980352,B. Navarro,Bradley Navarro,Navarro,Bradley,OF,University of Utah,UTAH,730328320,Utah,BBC,R,R,JR,-,185,5' 11","Huntington Beach, CA, US",0,17
,1279310848,L. Stump,Landon Stump,Stump,Landon,P,UCLA,UCLA,5048,UCLA,BBC,R,R,JR,2005-01-23,195,6' 3","Morgan Hill, CA, US",21,14
,1311054080,D. Suarez,Danny Suarez,Suarez,Danny,P,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,R-SR,2003-07-23,210,6' 3","Trabuco Canyon, CA, US",22,14
,1330736128,C. Randall,Cal Randall,Randall,Cal,P,UCLA,UCLA,5048,UCLA,BBC,R,R,JR,2005-05-24,210,6' 4","Discovery Bay, CA, US",21,85
,1324981760,C. Tryba,Cole Tryba,Tryba,Cole,P,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,L,JR,2005-05-05,180,6' 0","Long Beach, CA, US",21,7
,1149608960,J. Sanchez,Jayden Sanchez,Sanchez,Jayden,CF,UNLV,UNLV,730161664,UNLV,BBC,R,R,JR,-,160,5' 9","Riverside, CA, US",0,11
,1184282112,A. Capacete,Alfredo Capacete,Capacete,Alfredo,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,R-JR,2004-12-01,215,6' 3","Jurupa Valley, CA, US",21,23
,1254299136,J. Flora,Jackson Flora,Flora,Jackson,P,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,JR,2005-05-25,205,6' 5","Pleasanton, CA, US",21,2
,1325488896,R. Ujimori,Ryson Ujimori,Ujimori,Ryson,IF,UC San Diego,UCSD,730348032,UC San Diego,BBC,L,R,R-JR,-,0,5' 11","Aiea, HI, US",0,16
,1198545408,B. Marx,Brayden Marx,Marx,Brayden,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,JR,2004-12-17,185,6' 0","Pleasant Grove, UT, US",21,24
,1192573184,M. Barnett,Michael Barnett,Barnett,Michael,P,UCLA,UCLA,5048,UCLA,BBC,R,R,SR,2004-04-15,220,6' 4","Lafayette, CA, US",22,55
,1330097152,D. West,Dean West,West,Dean,LF,UCLA,UCLA,5048,UCLA,BBC,L,R,JR,2004-08-10,180,5' 10","Woodland Hills, CA, US",21,36
,1224819456,E. Lugo-Canchola,Ernesto Lugo-Canchola,Lugo-Canchola,Ernesto,P,University of Florida,FLA,730168320,Florida,BBC,L,L,GRAD,2002-07-20,230,6' 5","Pleasant Grove, UT, US",23,44
,1078425600,M. Flaharty,Matt Flaharty,Flaharty,Matt,SS,University of Utah,UTAH,730328320,Utah,BBC,L,R,R-SR,2002-10-19,185,6' 0","Rancho Santa Margarita, CA, US",23,2
,1257366784,S. DeCarlo,Sam DeCarlo,DeCarlo,Sam,SS,University of Washington,WASH,3110,Washington,BBC,R,R,SR,2003-12-31,190,5' 9","Signal Hill, CA, US",22,51
,1297541376,C. McAnelly,Colter McAnelly,McAnelly,Colter,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,JR,2004-12-26,200,6' 4","Cheyenne, WY, US",21,1
,1311025920,J. Thomas,Jackson Thomas,Thomas,Jackson,P,University of Washington,WASH,3110,Washington,BBC,R,R,GRAD,2003-01-31,200,6' 3","Mesa, AZ, US",23,39
,1176126208,C. Nielson,Cameron Nielson,Nielson,Cameron,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,R-SO,2005-06-27,175,6' 1","Salt Lake City, UT, US",21,6
,1162059776,C. Cooke,Cougar Cooke,Cooke,Cougar,3B,Arkansas State University,ARST,730290176,Arkansas State,BBC,S,R,R-JR,2003-01-21,175,6' 3","Show Low, AZ, US",23,10
,1162538496,C. Lockwood,Connor Lockwood,Lockwood,Connor,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,R-SR,-,165,6' 0","Libertyville, IL, US",0,11
,1173521152,J. Seiber,Joe Seiber,Seiber,Joe,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,R-SR,-,190,5' 11","Homer Glen, IL, US",0,31
,1085398528,A. Kranzler,Alex Kranzler,Kranzler,Alex,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,JR,2005-01-26,222,6' 3","Norwood, NJ, US",21,77
,1153710080,J. Davis,Jayden Davis,Davis,Jayden,2B,Penn State University,PSU,5326,Penn State,BBC,R,R,SR,2004-06-22,205,5' 10","Cookeville, TN, US",22,13
,1153711104,M. Green,Miller Green,Green,Miller,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,L,L,,2004-05-11,230,6' 5","Nashville, TN, US",22,90
,1162281216,M. Ossenfort,Matt Ossenfort,Ossenfort,Matt,1B,University of Michigan,MICH,2290,Michigan,BBC,L,L,JR,2004-03-16,217,6' 3","Sioux Falls, SD, US",22,35
,1309405696,B. Holcomb,Braden Holcomb,Holcomb,Braden,CF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,JR,2004-10-28,240,6' 5","Orlando, FL, US",21,26
,1311366656,S. Hliboki,Sam Hliboki,Hliboki,Sam,P,Northwestern University,NW,730247680,Northwestern,BBC,L,R,GRAD,2001-08-04,205,6' 3","Los Angeles, CA, US",24,16
,1223217920,L. Parise,Luke Parise,Parise,Luke,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,JR,-,207,6' 1","Camp Hill, PA, US",0,14
,1264125184,C. Quintano,Collin Quintano,Quintano,Collin,1B,Villanova University,VILL,730278400,Villanova,BBC,R,R,SR,2004-02-16,210,6' 3","Easton, PA, US",22,27
,1318702336,C. Furey,CJ Furey,Furey,CJ,P,Villanova University,VILL,730278400,Villanova,BBC,L,L,JR,2004-10-26,175,6' 0","Ocean City, NJ, US",21,42
,1196819200,B. Hodges,Bradley Hodges,Hodges,Bradley,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,L,JR,2003-11-06,195,6' 1","Fleming Island, FL, US",22,6
,1213339904,C. Schumann,Connor Schumann,Schumann,Connor,P,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,R-SR,-,200,6' 0","Midlothian, VA, US",0,40
,1245113088,A. Fulk,Anderson Fulk,Fulk,Anderson,OF,Liberty University,LIB,730156288,Liberty,BBC,L,L,GRAD,-,205,6' 3","York, SC, US",0,13
,1336577792,B. Moore,Bryson Moore,Moore,Bryson,P,Florida State University,FSU,101,Florida State,BBC,R,R,JR,2004-11-30,215,6' 3","Fairfax, VA, US",21,30
,1125103104,R. Velasquez,Roberto Velasquez,Velasquez,Roberto,P,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,GRAD,2003-05-21,210,5' 11","Chesapeake, VA, US",23,28
,1191396608,C. Raile,Cole Raile,Raile,Cole,C,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,JR,-,215,6' 0","Radnor, OH, US",0,19
,1162294272,H. Sipe,Hunter Sipe,Sipe,Hunter,P,Virginia Military Institute,VMI,730173440,VMI,BBC,L,L,SR,2004-09-08,200,6' 1","Vinton, VA, US",21,13
,1341464320,L. Cole,Lawson Cole,Cole,Lawson,P,Mercer University,MER,730240512,Mercer,BBC,R,R,R-JR,-,200,6' 1","Forsyth, GA, US",0,17
,1309473281,C. Rhein,Colin Rhein,Rhein,Colin,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,SR,2003-11-19,205,6' 4","Lindenhurst, NY, US",22,14
,1338253824,J. Delanzo,Joseph Delanzo,Delanzo,Joseph,3B,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,R,SR,2004-06-10,185,5' 10","Nutley, NJ, US",22,14
,1182038272,O. Hull,Owen Hull,Hull,Owen,CF,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,JR,-,215,6' 4","Alexandria, VA, US",0,8
,1196794112,N. Locurto,Nick Locurto,Locurto,Nick,LF,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,JR,2004-12-13,200,6' 0","Garnerville, NY, US",21,8
,1239194624,D. McCarthy,Dylan McCarthy,McCarthy,Dylan,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,JR,2004-06-30,210,6' 1","Chester, VT, US",22,2
,1310593792,C. Aaron,Carrington Aaron,Aaron,Carrington,2B,Radford University,RAD,730267392,Radford,BBC,R,R,R-SO,-,165,5' 8","Chatham, VA, US",0,4
,1330827264,B. Ertel,Brant Ertel,Ertel,Brant,P,George Mason University,GMU,730265088,George Mason,BBC,R,R,JR,-,0,6' 1","Cedar Grove, IN, US",0,20
,1100940032,C. Chavez,Carson Chavez,Chavez,Carson,C,Fordham University,FOR,730324992,Fordham,BBC,R,R,JR,2005-02-04,195,5' 8","Long Beach, CA, US",21,13
,1143001856,B. Lofgren,Brixton Lofgren,Lofgren,Brixton,P,University of Miami,MIA,236,Miami,BBC,R,R,JR,2004-08-11,183,6' 0","Miami, FL, US",21,45
,1184448000,C. Katz,Chris Katz,Katz,Chris,LF,Mercer University,MER,730240512,Mercer,BBC,R,R,SR,2003-01-21,235,6' 0","Raleigh, NC, US",23,44
,1296173568,J. Kelley,Jack Kelley,Kelley,Jack,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,GRAD,-,195,6' 1","Temecula, CA, US",0,14
,1100870656,D. Budd,Davis Budd,Budd,Davis,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,JR,2005-08-11,210,6' 2","Acworth, GA, US",20,26
,1320064256,J. Ossiander,Josh Ossiander,Ossiander,Josh,IF,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,JR,2005-05-18,210,6' 1","Northampton, PA, US",21,19
,1130936576,R. Haider,Rylan Haider,Haider,Rylan,P,Washington State University,WSU,4505,Washington State,BBC,R,R,R-JR,2004-01-02,189,6' 2","Olympia, WA, US",22,54
,1126280449,J. Fredericks,Jospeh Fredericks,Fredericks,Joseph,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,L,JR,2004-05-10,185,5' 9","Washington, DC, US",22,17
,1336613888,A. Jamison,Aaron Jamison,Jamison,Aaron,OF,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,L,JR,-,195,6' 0","Morgantown, WV, US",0,18
,1106298368,C. Karl,Cadyn Karl,Karl,Cadyn,OF,Kansas State University,KSU,730270464,Kansas State,BBC,R,L,R-JR,2003-08-24,200,6' 4","Edmond, OK, US",22,2
,1190560000,C. Meyer,Chase Meyer,Meyer,Chase,P,West Virginia University,WVU,5327,West Virginia,BBC,R,R,JR,2004-12-28,175,6' 2","Daytona Beach, FL, US",21,99
,1279170304,C. Fehrman,Cole Fehrman,Fehrman,Cole,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,L,SR,2003-08-12,180,6' 3","Doylestown, PA, US",22,27
,1084025856,S. Huntsberger,Shane Huntsberger,Huntsberger,Shane,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,R-JR,-,175,6' 1","Coral Springs, FL, US",0,17
,1187931136,G. Guinther,Griffin Guinther,Guinther,Griffin,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,JR,-,190,6' 0","Roswell, GA, US",0,32
,1237822976,G. Oswald,Gavin Oswald,Oswald,Gavin,P,University of North Alabama,UNA,730266624,North Alabama,BBC,L,L,GRAD,2002-09-25,290,6' 6","Wildwood, MO, US",23,48
,1099822080,H. Wilson,Harrison Wilson,Wilson,Harrison,P,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,SR,2004-02-21,215,6' 1","Fort Mill, SC, US",22,17
,1105525504,O. Sarna,Owen Sarna,Sarna,Owen,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,JR,-,185,6' 1","Rock Hill, SC, US",0,35
,1153454080,A. Ruocco,Anthony Ruocco,Ruocco,Anthony,2B,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,JR,-,185,5' 9","Lake Helen, FL, US",0,2
,1195553024,A. Benhardt,Alan Benhardt,Benhardt,Alan,1B,Winthrop University,WIN,730294784,Winthrop,BBC,L,L,SR,-,190,6' 0","Malakoff, TX, US",0,29
,1238203392,J. Hernandez,Jaylen Hernandez,Hernandez,Jaylen,LF,Winthrop University,WIN,730294784,Winthrop,BBC,L,R,JR,2004-04-29,210,5' 11","Brooklyn, NY, US",22,41
,1238275328,C. Griffith,Cole Griffith,Griffith,Cole,C,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,GRAD,2003-05-06,215,6' 1","Sarasota, FL, US",23,24
,1096460032,J. Peltier,JP Peltier,Peltier,JP,IF,Wright State University,WRST,5390,Wright State,BBC,R,R,JR,-,185,6' 3","Vandalia, OH, US",0,8
,1126774528,J. Valentine,Joey Valentine,Valentine,Joey,P,Indiana State University,INST,730350080,Indiana State,BBC,L,L,JR,2004-01-13,180,6' 2","Greencastle, IN, US",22,22
,1188195328,C. Lax,Chet Lax,Lax,Chet,P,Wright State University,WRST,5390,Wright State,BBC,L,L,JR,-,170,5' 11","Hendersonville, TN, US",0,15
,1235376384,N. Manley,Nate Manley,Manley,Nate,C,Wright State University,WRST,5390,Wright State,BBC,R,R,JR,-,175,5' 8","Loveland, OH, US",0,5
,1276117248,C. Kuhnke,Camden Kuhnke,Kuhnke,Camden,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,JR,-,205,6' 3","Hortonville, WI, US",0,16
,1088903168,J. Spencer,Jacob Spencer,Spencer,Jacob,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,SR,2003-07-01,197,6' 4","Centreville, MI, US",23,35
,1099877376,K. Chase,Kyle Chase,Chase,Kyle,P,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,R-JR,2004-08-04,190,6' 1","Levittown, NY, US",21,0
,1162333952,M. Pesca,Mario Pesca,Pesca,Mario,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,SR,2004-02-23,273,6' 8","Bronx, NY, US",22,66
,1257447424,A. Barry,Aidan Barry,Barry,Aidan,OF,Villanova University,VILL,730278400,Villanova,BBC,L,L,SR,2002-07-08,200,6' 2","Medford, MA, US",24,29
,1168930048,O. Gonzalez,OJ Gonzalez,Gonzalez,OJ,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,R-SO,2005-07-01,218,6' 0","Lakeway, TX, US",21,21
,1264008960,M. Ruh,Mason Ruh,Ruh,Mason,P,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,GRAD,2003-08-17,215,6' 4","Milwaukee, WI, US",22,37
,1178085632,F. Ingersoll,Fisher Ingersoll,Ingersoll,Fisher,RF,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,R-JR,2003-11-16,205,6' 3","American Fork, UT, US",22,23
,1181533952,J. Traeger,Jax Traeger,Traeger,Jax,P,Rice University,RICE,2352,Rice,BBC,R,R,GRAD,2004-01-16,215,6' 1","Spring, TX, US",22,38
,1212114688,C. Schebler,Charlie Schebler,Schebler,Charlie,2B,Butler University,BUT,730283520,Butler,BBC,L,R,JR,2004-07-21,195,6' 2","Batesville, IN, US",21,5
,1227049472,E. Gillies,Emmett Gillies,Gillies,Emmett,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,SR,2003-12-19,195,6' 3","Columbus, OH, US",22,45
,1162011904,C. Ostrander,Connor Ostrander,Ostrander,Connor,RF,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,R,SR,2003-09-22,175,5' 11","Granger, IN, US",22,7
,1176352258,T. Doran,Turner Doran,Doran,Turner,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,GRAD,-,200,6' 2","Mokena, IL, US",0,37
,1306329344,D. Thompson,DJ Thompson,Thompson,DJ,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,SR,2003-08-27,175,5' 11","Alma, MI, US",22,4
,1210844672,Z. Vriesenga,Zach Vriesenga,Vriesenga,Zach,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,JR,2004-12-15,190,6' 6","Grand Rapids, MI, US",21,32
,1198832128,C. Araujo,Caio Araujo,Araujo,Caio,P,Alabama State University,ALST,4765,Alabama State,BBC,R,R,GRAD,2002-02-07,225,6' 2","Indaiatuba, BR",24,18
,1310561792,L. Vaughn,Luke Vaughn,Vaughn,Luke,C,University of Alabama,ALA,730206976,Alabama,BBC,R,R,R-SO,-,0,6' 2","Cincinnati, OH, US",0,13
,1143038976,K. Sosnowski,Kris Sosnowski,Sosnowski,Kris,P,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,R-SR,2003-05-06,215,6' 0","Lutz, FL, US",23,34
,1100842496,K. Stanfield,KJ Stanfield,Stanfield,KJ,1B,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,L,L,R-SR,2003-11-06,225,6' 2","Danville, KY, US",22,23
,1266569216,J. Cottrill,Josh Cottrill,Cottrill,Josh,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,GRAD,-,210,6' 2","Pewaukee, WI, US",0,16
,1162364928,L. Stricklin,Lawson Stricklin,Stricklin,Lawson,UTL,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,R-JR,-,205,5' 11","Decatur, AL, US",0,16
,1197482752,J. Vargas,Juan Vargas,Vargas,Juan,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,R,JR,2004-10-31,185,6' 1","Panama City, PAN",21,19
,1231624192,T. Foxson,Tate Foxson,Foxson,Tate,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,JR,-,187,6' 4","Venice Beach, CA, US",0,33
,1079546369,S. Linde,Simon Linde,Linde,Simon,P,Butler University,BUT,730283520,Butler,BBC,R,R,JR,2004-12-16,195,6' 1","Kansas City, MO, US",21,23
,1206461184,K. Ladd,Kobe Ladd,Ladd,Kobe,P,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,JR,-,225,6' 1","Chandler, AZ, US",0,24
,1248620288,J. Collado,Joel Collado,Collado,Joel,C,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,R-SO,-,0,6' 0","St Cloud, FL, US",0,6
,1173512704,M. Maggio,Michael Maggio,Maggio,Michael,LF,University at Albany,ALBY,730280448,Albany,BBC,R,R,R-JR,-,170,5' 10","Farmingdale, NY, US",0,7
,1307927296,T. Deitelbaum,Trey Deitelbaum,Deitelbaum,Trey,P,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,JR,2004-11-09,200,5' 10","Milford, CT, US",21,2
,1133497856,H. Konkler,Hayden Konkler,Konkler,Hayden,P,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,SR,2003-10-07,245,6' 3","Orlando, FL, US",22,33
,1238048000,N. Garcia,Nico Garcia,Garcia,Nico,C,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,R-SO,-,0,6' 1","San Antonio, TX, US",0,20
,1238047232,C. Jackson,Chance Jackson,Jackson,Chance,IF,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,JR,2005-01-11,200,6' 1","Raymond, MS, US",21,24
,1198577664,T. Walker,Tommy Walker,Walker,Tommy,C,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,SR,2003-12-29,194,6' 0","Charlotte, NC, US",22,32
,1310922752,J. Xuereb,Jonathan Xuereb,Xuereb,Jonathan,SS,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,R-JR,2004-03-03,212,6' 1","Boca Raton, FL, US",22,9
,1108948224,B. Dotoli,Brayden Dotoli,Dotoli,Brayden,P,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,R-SR,-,0,6' 1","Roseville, CA, US",0,19
,1152915712,N. Contrades,Nu'u Contrades,Contrades,Nu'u,2B,Arizona State University,ASU,5035,Arizona State,BBC,R,R,R-JR,2003-10-06,195,5' 10","Ewa Beach, HI, US",22,6
,1153245952,T. Alleman,Tyler Alleman,Alleman,Tyler,P,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,R-SO,2005-04-22,190,6' 0","Portland, OR, US",21,29
,1162046208,A. Edrington,Andrew Edrington,Edrington,Andrew,P,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,JR,-,0,6' 1","Cincinnati, OH, US",0,14
,1121598208,O. Boone,Oliver Boone,Boone,Oliver,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,SO,-,0,6' 4","North Hollywood, CA, US",0,31
,1198395392,S. Matson,Sax Matson,Matson,Sax,P,University of Southern California,USC,5047,USC,BBC,R,L,JR,2005-03-10,213,6' 2","Olympia, WA, US",21,25
,1339333120,R. Hunsaker,Riley Hunsaker,Hunsaker,Riley,CF,California Baptist University,CBU,5091,California Baptist,BBC,L,L,JR,2004-12-04,190,6' 1","Highland, CA, US",21,13
,1257439488,L. DiPaolo,Luca DiPaolo,DiPaolo,Luca,C,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,SR,2004-03-04,210,6' 0","La Canada, CA, US",22,34
,1143106560,B. Eddy,Brok Eddy,Eddy,Brok,P,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,JR,-,195,6' 3","Brighton, CO, US",0,12
,1238315008,J. Hauser,Joseph Hauser,Hauser,Joseph,P,Northeastern University,NE,343,Northeastern,BBC,R,R,R-JR,2004-07-23,200,6' 2","Queens, NY, US",21,12
,1162311168,B. McKnight,Bryce McKnight,McKnight,Bryce,P,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,JR,2005-05-24,170,6' 0","Phoenix, AZ, US",21,20
,1238157312,O. Kramkowski,Owen Kramkowski,Kramkowski,Owen,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,JR,2005-07-18,172,6' 3","Sahuarita, AZ, US",20,17
,1257433856,K. Huff,Kade Huff,Huff,Kade,C,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,R-JR,2003-11-06,205,6' 0","Scottsdale, AZ, US",22,28
,1279325696,J. Morano,Josh Morano,Morano,Josh,P,Cal Poly,CP,5487,Cal Poly,BBC,L,L,JR,2005-04-12,205,6' 4","Livermore, CA, US",21,25
,1162504960,D. Case,David Case,Case,David,P,University of Memphis,MEM,730172160,Memphis,BBC,L,L,GRAD,2003-02-10,180,6' 0","Pasadena, CA, US",23,26
,1138165504,C. Aoki,Caden Aoki,Aoki,Caden,P,University of Georgia,UGA,226,Georgia,BBC,R,R,GRAD,2002-08-21,185,6' 0","Huntington Beach, CA, US",23,12
,1100107777,C. Johnson,Cameron Johnson,Johnson,Cameron,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,L,JR,2005-01-11,250,6' 6","Upper Marlboro, MD, US",21,31
,1238282240,J. Van Der Lelie,Jelle Van Der Lelie,Van Der Lelie,Jelle,P,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,GRAD,2002-04-15,210,6' 5","Leiden, South Holland, NL",24,38
,1197606656,A. Houseworth,Aidan Houseworth,Houseworth,Aidan,IF,Arkansas State University,ARST,730290176,Arkansas State,BBC,L,R,R-SO,-,0,6' 3","St Louis, MO, US",0,20
,1095700480,D. Drumke,Dylan Drumke,Drumke,Dylan,OF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,GRAD,-,0,5' 10","Libertyville, IL, US",0,10
,1095700736,C. Worcester,Chris Worcester,Worcester,Chris,IF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,GRAD,2002-11-18,185,5' 9","Bloomingdale, IL, US",23,18
,1242874624,C. Zalewski,Cade Zalewski,Zalewski,Cade,IF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,R-SR,2002-07-15,220,6' 4","Wheeling, IL, US",23,29
,1282635776,Q. Peters,Quade Peters,Peters,Quade,CF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,GRAD,2003-01-21,175,5' 8","West Fargo, ND, US",23,1
,1303346688,A. Solis,Anthony Solis,Solis,Anthony,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,JR,-,180,5' 11","Beach Park, IL, US",0,15
,1306922752,M. OConor,Mike OConor,OConor,Mike,IF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,SR,2003-10-07,190,5' 11","Des Plaines, IL, US",22,13
,1319799296,D. Infante,Danny Infante,Infante,Danny,IF,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,GRAD,2002-12-02,170,5' 9","Brooklyn, NY, US",23,13
,1340722432,J. Potteiger,Jack Potteiger,Potteiger,Jack,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,L,SR,2004-01-08,240,6' 5","High Ridge, MO, US",22,40
,1212456960,P. Davis,Preston Davis,Davis,Preston,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,R-SR,-,220,6' 3","Texarkana, TX, US",0,18
,1228363776,A. Marquez,Alejandro Marquez,Marquez,Alejandro,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,SR,-,220,6' 2","Richmond, TX, US",0,44
,1242490112,C. Seeman,Carson Seeman,Seeman,Carson,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,SR,2003-03-10,193,6' 2","Auburn, CA, US",23,28
,1196003584,K. Jackson,Kenny Jackson,Jackson,Kenny,P,Southern University,SOU,4767,Southern,BBC,R,R,JR,2005-02-22,185,6' 2","Chicago, IL, US",21,27
,1213346304,T. DeLaGarza,Trinidad DeLaGarza,DeLaGarza,Trinidad,IF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,SR,-,175,5' 10","Austin, TX, US",0,14
,1239571456,D. Brown,Darrius Brown,Brown,Darrius,RF,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,JR,-,178,6' 0","Bronx, NY, US",0,30
,1143021056,L. Lavigueur,Luc Lavigueur,Lavigueur,Luc,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,SR,2004-06-18,205,6' 3","Newport, RI, US",22,44
,1310894336,D. Mateffy,Dan Mateffy,Mateffy,Dan,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,JR,-,200,6' 4","Philadelphia, PA, US",0,34
,1085396224,R. Carvelli,Robbie Carvelli,Carvelli,Robbie,RF,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,JR,2004-08-24,182,5' 10","Flemington, NJ, US",21,18
,1262678016,T. Conley,Trevor Conley,Conley,Trevor,C,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,L,R,GRAD,2002-05-02,195,5' 11","Mt Carmel, OH, US",24,2
,1310878720,Z. Crotchfelt,Zach Crotchfelt,Crotchfelt,Zach,P,Troy University,TROY,730378496,Troy,BBC,L,L,SR,2003-10-03,220,6' 3","Jackson, NJ, US",22,17
,1161345536,R. Davis,Ryan Davis,Davis,Ryan,3B,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,GRAD,-,190,6' 1","Bryans Road, MD, US",0,6
,1207845889,C. Williams,Cade Williams,Williams,Cade,P,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,GRAD,-,185,6' 0","Onley, VA, US",0,8
